,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Subscription to deposit (target)
45,26,management,married,tertiary,no,265,no,no,cellular,30,jan,650,2,-1.0,0,unknown,no
46,26,services,single,secondary,yes,-162,yes,no,cellular,15,may,44,2,-1.0,0,unknown,no
47,26,management,single,tertiary,no,1177,no,no,cellular,19,oct,116,1,-1.0,0,unknown,no
48,26,blue-collar,married,secondary,no,2770,yes,no,unknown,8,may,141,1,-1.0,0,unknown,no
49,26,services,single,secondary,no,209,yes,no,cellular,22,jul,319,2,-1.0,0,unknown,no
50,26,blue-collar,single,secondary,no,179,no,no,cellular,30,jul,103,3,-1.0,0,unknown,no
51,26,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1.0,0,unknown,no
52,26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92.0,5,other,yes
53,26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1.0,0,unknown,no
54,26,services,single,secondary,no,5533,yes,no,cellular,7,may,582,2,283.0,4,failure,no
55,26,admin.,single,secondary,no,321,yes,no,cellular,22,jul,242,7,-1.0,0,unknown,no
56,26,blue-collar,single,secondary,no,396,yes,no,unknown,28,may,302,1,-1.0,0,unknown,no
57,26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1.0,0,unknown,yes
58,26,management,divorced,tertiary,yes,-402,no,yes,unknown,12,may,127,2,-1.0,0,unknown,no
59,26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,-1.0,0,unknown,no
60,26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,190,1,84.0,1,failure,no
61,26,admin.,single,secondary,no,802,no,no,cellular,30,jan,77,1,2.0,2,other,no
62,26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91.0,2,success,yes
63,26,student,single,secondary,no,-147,no,no,unknown,4,jun,95,2,-1.0,0,unknown,no
64,26,technician,single,secondary,no,261,yes,no,unknown,27,may,371,2,-1.0,0,unknown,no
65,26,management,single,secondary,no,565,yes,no,unknown,6,jun,582,11,-1.0,0,unknown,no
66,26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,6,may,207,1,363.0,2,failure,no
67,26,technician,single,secondary,no,1275,yes,no,unknown,20,jun,18,9,-1.0,0,unknown,no
68,26,housemaid,married,secondary,no,-759,yes,no,cellular,11,jul,191,1,-1.0,0,unknown,no
69,26,services,single,secondary,no,1700,yes,no,cellular,7,may,13,5,-1.0,0,unknown,no
70,26,blue-collar,single,secondary,no,592,yes,yes,unknown,27,may,174,1,-1.0,0,unknown,no
71,26,admin.,single,secondary,no,3529,no,yes,cellular,7,sep,57,2,-1.0,0,unknown,no
72,26,admin.,single,secondary,no,609,no,no,telephone,28,jan,112,1,-1.0,0,unknown,no
73,26,services,single,secondary,no,256,yes,no,cellular,4,may,101,2,-1.0,0,unknown,no
74,26,technician,single,tertiary,no,75,yes,yes,unknown,19,may,351,1,-1.0,0,unknown,no
75,26,technician,single,secondary,no,668,yes,no,unknown,28,may,576,3,-1.0,0,unknown,yes
76,26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,-1.0,0,unknown,no
77,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1.0,0,unknown,no
78,26,admin.,single,secondary,no,712,yes,no,unknown,6,may,232,1,-1.0,0,unknown,no
79,26,blue-collar,single,secondary,no,24,yes,no,unknown,7,may,180,1,-1.0,0,unknown,no
80,26,services,married,secondary,no,0,yes,no,unknown,7,may,180,2,-1.0,0,unknown,no
81,26,technician,single,secondary,no,2087,no,no,unknown,8,may,151,1,-1.0,0,unknown,no
82,26,blue-collar,married,secondary,yes,20,yes,no,unknown,8,may,200,1,-1.0,0,unknown,no
83,26,blue-collar,single,primary,no,318,yes,no,unknown,8,may,101,1,-1.0,0,unknown,no
84,26,blue-collar,married,secondary,no,2770,yes,no,unknown,8,may,141,1,-1.0,0,unknown,no
85,26,student,single,secondary,no,85,yes,no,unknown,8,may,278,2,-1.0,0,unknown,no
86,26,blue-collar,single,secondary,no,-29,yes,no,unknown,8,may,196,1,-1.0,0,unknown,no
87,26,student,single,tertiary,no,37,yes,no,unknown,8,may,108,1,-1.0,0,unknown,no
88,26,student,single,unknown,no,-41,yes,no,unknown,8,may,229,2,-1.0,0,unknown,no
89,26,blue-collar,single,secondary,no,-132,no,no,unknown,8,may,12,1,-1.0,0,unknown,no
90,26,management,single,tertiary,no,498,yes,no,unknown,8,may,99,3,-1.0,0,unknown,no
91,26,blue-collar,single,secondary,no,100,yes,no,unknown,9,may,24,1,-1.0,0,unknown,no
92,26,blue-collar,single,secondary,no,153,yes,no,unknown,9,may,386,1,-1.0,0,unknown,no
93,26,services,single,secondary,no,187,yes,no,unknown,9,may,341,1,-1.0,0,unknown,no
94,26,blue-collar,single,secondary,no,-116,yes,yes,unknown,9,may,208,1,-1.0,0,unknown,no
95,26,services,single,secondary,no,302,yes,no,unknown,9,may,210,1,-1.0,0,unknown,no
96,26,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,654,1,-1.0,0,unknown,yes
97,26,management,single,tertiary,no,1326,yes,no,unknown,9,may,70,1,-1.0,0,unknown,no
98,26,blue-collar,single,primary,no,102,yes,no,unknown,9,may,89,1,-1.0,0,unknown,no
99,26,technician,single,secondary,no,57,yes,no,unknown,9,may,404,2,-1.0,0,unknown,no
100,26,management,married,primary,no,1349,yes,no,unknown,9,may,275,1,-1.0,0,unknown,no
101,26,entrepreneur,married,tertiary,no,79,yes,yes,unknown,9,may,346,3,-1.0,0,unknown,no
102,26,technician,married,secondary,no,47,yes,no,unknown,9,may,282,2,-1.0,0,unknown,no
103,26,management,divorced,tertiary,yes,-402,no,yes,unknown,12,may,127,2,-1.0,0,unknown,no
104,26,technician,single,secondary,no,124,yes,no,unknown,12,may,57,8,-1.0,0,unknown,no
105,26,blue-collar,married,secondary,no,288,yes,no,unknown,12,may,49,2,-1.0,0,unknown,no
106,26,blue-collar,single,secondary,no,199,yes,yes,unknown,12,may,125,1,-1.0,0,unknown,no
107,26,admin.,single,secondary,no,586,yes,yes,unknown,12,may,215,1,-1.0,0,unknown,no
108,26,blue-collar,single,secondary,yes,-23,yes,no,unknown,12,may,315,1,-1.0,0,unknown,no
109,26,technician,married,tertiary,no,450,yes,yes,unknown,12,may,1266,1,-1.0,0,unknown,no
110,26,blue-collar,single,secondary,no,96,yes,no,unknown,12,may,181,2,-1.0,0,unknown,no
111,26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,-1.0,0,unknown,no
112,26,technician,single,secondary,no,8,no,no,unknown,13,may,147,1,-1.0,0,unknown,no
113,26,entrepreneur,single,secondary,no,101,yes,no,unknown,13,may,723,1,-1.0,0,unknown,no
114,26,technician,single,secondary,no,24299,yes,no,unknown,13,may,704,1,-1.0,0,unknown,no
115,26,services,married,secondary,no,54,yes,no,unknown,13,may,116,1,-1.0,0,unknown,no
116,26,blue-collar,single,secondary,no,309,yes,no,unknown,13,may,210,1,-1.0,0,unknown,no
117,26,blue-collar,single,secondary,no,401,yes,no,unknown,13,may,373,1,-1.0,0,unknown,no
118,26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1.0,0,unknown,no
119,26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107,1,-1.0,0,unknown,no
120,26,services,married,secondary,no,380,yes,no,unknown,13,may,260,3,-1.0,0,unknown,no
121,26,blue-collar,single,secondary,no,-204,yes,no,unknown,13,may,609,2,-1.0,0,unknown,no
122,26,technician,married,tertiary,no,8,yes,yes,unknown,13,may,262,2,-1.0,0,unknown,no
123,26,services,single,secondary,no,8206,yes,no,unknown,13,may,213,2,-1.0,0,unknown,no
124,26,management,married,tertiary,no,1531,yes,no,unknown,13,may,129,4,-1.0,0,unknown,no
125,26,blue-collar,married,secondary,no,3108,yes,no,unknown,13,may,481,3,-1.0,0,unknown,no
126,26,blue-collar,single,secondary,no,-214,yes,no,unknown,13,may,86,4,-1.0,0,unknown,no
127,26,student,single,secondary,no,91,yes,no,unknown,14,may,174,2,-1.0,0,unknown,no
128,26,student,single,secondary,no,3096,yes,no,unknown,14,may,107,1,-1.0,0,unknown,no
129,26,blue-collar,single,secondary,no,277,no,no,unknown,14,may,514,2,-1.0,0,unknown,no
130,26,blue-collar,single,secondary,no,786,yes,yes,unknown,14,may,103,5,-1.0,0,unknown,no
131,26,blue-collar,married,primary,no,-219,yes,yes,unknown,15,may,311,5,-1.0,0,unknown,no
132,26,blue-collar,married,secondary,no,800,yes,no,unknown,15,may,219,1,-1.0,0,unknown,no
133,26,technician,single,tertiary,no,192,yes,no,unknown,15,may,477,1,-1.0,0,unknown,no
134,26,technician,single,secondary,no,2,yes,yes,unknown,15,may,461,1,-1.0,0,unknown,no
135,26,blue-collar,married,primary,no,500,yes,no,unknown,15,may,21,6,-1.0,0,unknown,no
136,26,blue-collar,married,secondary,no,246,yes,no,unknown,16,may,1143,3,-1.0,0,unknown,yes
137,26,admin.,single,secondary,no,-235,yes,no,unknown,16,may,103,1,-1.0,0,unknown,no
138,26,blue-collar,single,primary,no,102,yes,no,unknown,16,may,46,1,-1.0,0,unknown,no
139,26,blue-collar,divorced,secondary,no,241,yes,no,unknown,16,may,136,1,-1.0,0,unknown,no
140,26,blue-collar,single,secondary,no,65,no,no,unknown,16,may,161,3,-1.0,0,unknown,no
141,26,blue-collar,single,primary,no,-579,yes,no,unknown,16,may,320,3,-1.0,0,unknown,no
142,26,admin.,single,secondary,no,-326,yes,no,unknown,19,may,128,3,-1.0,0,unknown,no
143,26,technician,divorced,secondary,no,379,yes,yes,unknown,19,may,501,3,-1.0,0,unknown,no
144,26,technician,single,tertiary,no,75,yes,yes,unknown,19,may,351,1,-1.0,0,unknown,no
145,26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1.0,0,unknown,no
146,26,technician,single,secondary,no,3,yes,no,unknown,19,may,610,1,-1.0,0,unknown,no
147,26,blue-collar,single,secondary,no,-5,no,no,unknown,19,may,260,1,-1.0,0,unknown,no
148,26,management,married,tertiary,no,775,no,no,unknown,19,may,35,3,-1.0,0,unknown,no
149,26,blue-collar,divorced,secondary,no,0,yes,no,unknown,19,may,48,3,-1.0,0,unknown,no
150,26,student,single,secondary,no,268,yes,no,unknown,20,may,77,2,-1.0,0,unknown,no
151,26,blue-collar,single,secondary,no,972,yes,no,unknown,20,may,177,10,-1.0,0,unknown,no
152,26,blue-collar,married,primary,no,0,yes,no,unknown,21,may,425,1,-1.0,0,unknown,no
153,26,services,single,secondary,no,186,yes,no,unknown,21,may,72,3,-1.0,0,unknown,no
154,26,management,single,tertiary,no,1284,yes,no,unknown,21,may,97,8,-1.0,0,unknown,no
155,26,entrepreneur,single,secondary,no,0,yes,no,unknown,21,may,339,10,-1.0,0,unknown,no
156,26,student,single,tertiary,no,1570,yes,no,unknown,23,may,81,1,-1.0,0,unknown,no
157,26,unemployed,married,tertiary,no,454,yes,yes,unknown,23,may,28,18,-1.0,0,unknown,no
158,26,services,divorced,secondary,no,74,yes,no,unknown,23,may,106,6,-1.0,0,unknown,no
159,26,technician,single,secondary,yes,-516,yes,no,unknown,23,may,386,2,-1.0,0,unknown,no
160,26,technician,single,secondary,no,-211,yes,no,unknown,23,may,164,3,-1.0,0,unknown,no
161,26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1.0,0,unknown,no
162,26,blue-collar,married,secondary,no,-330,yes,yes,unknown,26,may,87,2,-1.0,0,unknown,no
163,26,technician,single,secondary,no,1256,no,no,unknown,26,may,404,1,-1.0,0,unknown,no
164,26,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1.0,0,unknown,no
165,26,blue-collar,single,secondary,no,381,yes,no,unknown,26,may,504,2,-1.0,0,unknown,no
166,26,admin.,married,tertiary,no,685,yes,no,unknown,26,may,346,2,-1.0,0,unknown,no
167,26,blue-collar,single,secondary,no,339,yes,no,unknown,26,may,165,5,-1.0,0,unknown,no
168,26,services,single,secondary,no,901,yes,no,unknown,26,may,764,2,-1.0,0,unknown,yes
169,26,admin.,married,secondary,no,3160,yes,no,unknown,27,may,154,1,-1.0,0,unknown,no
170,26,technician,divorced,tertiary,no,3154,yes,yes,unknown,27,may,121,1,-1.0,0,unknown,no
171,26,admin.,married,secondary,no,1641,yes,no,unknown,27,may,118,1,-1.0,0,unknown,no
172,26,blue-collar,single,primary,no,619,yes,yes,unknown,27,may,305,1,-1.0,0,unknown,no
173,26,technician,divorced,secondary,no,21,yes,no,unknown,27,may,133,1,-1.0,0,unknown,no
174,26,blue-collar,single,secondary,no,592,yes,yes,unknown,27,may,174,1,-1.0,0,unknown,no
175,26,admin.,married,secondary,no,0,no,no,unknown,27,may,755,1,-1.0,0,unknown,no
176,26,services,divorced,primary,no,633,yes,no,unknown,27,may,326,2,-1.0,0,unknown,no
177,26,blue-collar,married,secondary,no,284,yes,no,unknown,27,may,301,1,-1.0,0,unknown,no
178,26,blue-collar,married,primary,yes,-683,yes,yes,unknown,27,may,446,1,-1.0,0,unknown,no
179,26,technician,single,secondary,no,218,yes,no,unknown,27,may,436,1,-1.0,0,unknown,no
180,26,blue-collar,married,secondary,no,557,yes,yes,unknown,27,may,282,2,-1.0,0,unknown,no
181,26,technician,single,secondary,no,261,yes,no,unknown,27,may,371,2,-1.0,0,unknown,no
182,26,student,single,secondary,no,2784,yes,no,unknown,27,may,264,1,-1.0,0,unknown,no
183,26,technician,single,secondary,no,75,yes,no,unknown,27,may,337,2,-1.0,0,unknown,no
184,26,blue-collar,married,secondary,no,2005,yes,no,unknown,27,may,224,3,-1.0,0,unknown,no
185,26,entrepreneur,single,secondary,no,265,yes,no,unknown,28,may,593,1,-1.0,0,unknown,no
186,26,management,single,tertiary,no,6840,yes,no,unknown,28,may,1560,2,-1.0,0,unknown,yes
187,26,technician,single,secondary,no,668,yes,no,unknown,28,may,576,3,-1.0,0,unknown,yes
188,26,blue-collar,single,secondary,no,535,yes,yes,unknown,28,may,252,1,-1.0,0,unknown,no
189,26,blue-collar,married,primary,no,755,yes,no,unknown,28,may,61,1,-1.0,0,unknown,no
190,26,services,married,secondary,no,311,yes,no,unknown,28,may,373,1,-1.0,0,unknown,no
191,26,technician,married,secondary,no,876,yes,no,unknown,28,may,713,1,-1.0,0,unknown,no
192,26,admin.,single,tertiary,no,-164,yes,no,unknown,28,may,69,2,-1.0,0,unknown,no
193,26,blue-collar,single,primary,no,230,yes,no,unknown,28,may,289,1,-1.0,0,unknown,no
194,26,technician,single,secondary,no,150,yes,no,unknown,28,may,216,1,-1.0,0,unknown,no
195,26,blue-collar,single,secondary,no,396,yes,no,unknown,28,may,302,1,-1.0,0,unknown,no
196,26,admin.,single,secondary,no,677,yes,no,unknown,28,may,93,1,-1.0,0,unknown,no
197,26,services,single,tertiary,no,1624,yes,yes,unknown,28,may,438,1,-1.0,0,unknown,no
198,26,management,single,tertiary,no,2692,no,no,unknown,28,may,159,2,-1.0,0,unknown,no
199,26,unemployed,married,primary,no,70,yes,no,unknown,28,may,99,2,-1.0,0,unknown,no
200,26,admin.,married,secondary,no,714,yes,no,unknown,28,may,183,1,-1.0,0,unknown,no
201,26,blue-collar,married,primary,no,3529,yes,no,unknown,28,may,100,2,-1.0,0,unknown,no
202,26,blue-collar,married,unknown,no,407,yes,no,unknown,28,may,346,2,-1.0,0,unknown,no
203,26,blue-collar,single,secondary,no,419,yes,no,unknown,28,may,94,3,-1.0,0,unknown,no
204,26,student,single,tertiary,no,0,yes,no,unknown,28,may,124,1,-1.0,0,unknown,no
205,26,technician,single,secondary,no,855,yes,no,unknown,28,may,87,2,-1.0,0,unknown,no
206,26,blue-collar,married,secondary,no,-284,yes,no,unknown,28,may,207,3,-1.0,0,unknown,no
207,26,services,married,secondary,no,33,yes,no,unknown,28,may,51,4,-1.0,0,unknown,no
208,26,blue-collar,married,secondary,no,245,yes,no,unknown,28,may,146,2,-1.0,0,unknown,no
209,26,technician,single,tertiary,no,813,yes,no,unknown,29,may,140,3,-1.0,0,unknown,no
210,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1.0,0,unknown,no
211,26,technician,single,tertiary,no,77,yes,no,unknown,29,may,125,2,-1.0,0,unknown,no
212,26,services,married,secondary,no,611,yes,no,unknown,29,may,177,2,-1.0,0,unknown,no
213,26,technician,single,tertiary,no,8839,yes,no,unknown,29,may,932,3,-1.0,0,unknown,no
214,26,services,divorced,secondary,no,1600,yes,yes,unknown,30,may,288,3,-1.0,0,unknown,no
215,26,services,single,secondary,yes,-599,yes,yes,unknown,30,may,62,3,-1.0,0,unknown,no
216,26,technician,single,tertiary,no,686,yes,no,unknown,30,may,98,2,-1.0,0,unknown,no
217,26,blue-collar,single,secondary,no,2,yes,no,unknown,30,may,170,4,-1.0,0,unknown,no
218,26,technician,single,secondary,no,174,yes,no,unknown,30,may,67,2,-1.0,0,unknown,no
219,26,management,single,tertiary,no,1004,yes,no,unknown,30,may,228,2,-1.0,0,unknown,yes
220,26,housemaid,single,secondary,no,229,yes,no,unknown,30,may,60,16,-1.0,0,unknown,no
221,26,blue-collar,single,secondary,no,539,yes,no,unknown,2,jun,599,2,-1.0,0,unknown,no
222,26,services,single,secondary,no,1050,yes,no,unknown,2,jun,118,3,-1.0,0,unknown,no
223,26,technician,married,secondary,no,351,yes,no,unknown,2,jun,758,3,-1.0,0,unknown,no
224,26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626,1,-1.0,0,unknown,no
225,26,services,single,secondary,no,92,yes,no,unknown,3,jun,50,4,-1.0,0,unknown,no
226,26,admin.,single,secondary,no,317,yes,no,unknown,3,jun,953,1,-1.0,0,unknown,no
227,26,technician,single,secondary,no,3070,yes,no,unknown,3,jun,409,1,-1.0,0,unknown,no
228,26,management,single,tertiary,no,-630,yes,yes,unknown,3,jun,192,2,-1.0,0,unknown,no
229,26,services,single,secondary,no,76,yes,no,unknown,3,jun,177,1,-1.0,0,unknown,no
230,26,technician,married,tertiary,no,-488,yes,no,unknown,3,jun,320,1,-1.0,0,unknown,no
231,26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,2,-1.0,0,unknown,yes
232,26,blue-collar,single,secondary,no,17891,yes,no,unknown,3,jun,239,1,-1.0,0,unknown,no
233,26,services,single,secondary,no,-224,yes,yes,unknown,3,jun,189,1,-1.0,0,unknown,no
234,26,technician,single,secondary,no,544,yes,yes,unknown,3,jun,56,5,-1.0,0,unknown,no
235,26,blue-collar,single,secondary,no,1802,yes,no,unknown,3,jun,28,19,-1.0,0,unknown,no
236,26,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,98,1,-1.0,0,unknown,no
237,26,services,married,secondary,no,-285,yes,yes,unknown,4,jun,279,1,-1.0,0,unknown,no
238,26,blue-collar,single,unknown,no,477,yes,no,unknown,4,jun,87,1,-1.0,0,unknown,no
239,26,self-employed,single,secondary,no,467,yes,yes,unknown,4,jun,90,2,-1.0,0,unknown,no
240,26,admin.,single,secondary,no,581,yes,yes,unknown,4,jun,444,3,-1.0,0,unknown,no
241,26,admin.,divorced,secondary,no,-45,yes,no,unknown,4,jun,357,2,-1.0,0,unknown,no
242,26,blue-collar,married,primary,no,178,yes,no,unknown,4,jun,833,2,-1.0,0,unknown,no
243,26,services,single,secondary,no,128,yes,yes,unknown,4,jun,264,2,-1.0,0,unknown,no
244,26,blue-collar,married,secondary,yes,-82,yes,no,unknown,4,jun,23,2,-1.0,0,unknown,no
245,26,student,single,secondary,no,-147,no,no,unknown,4,jun,95,2,-1.0,0,unknown,no
246,26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329,4,-1.0,0,unknown,no
247,26,technician,single,tertiary,no,1118,yes,no,unknown,4,jun,209,2,-1.0,0,unknown,no
248,26,blue-collar,married,secondary,no,127,yes,yes,unknown,4,jun,165,2,-1.0,0,unknown,no
249,26,services,single,secondary,no,-74,yes,no,unknown,4,jun,147,1,-1.0,0,unknown,no
250,26,services,married,secondary,no,682,yes,yes,unknown,5,jun,166,2,-1.0,0,unknown,no
251,26,technician,married,secondary,no,-293,yes,yes,unknown,5,jun,64,2,-1.0,0,unknown,no
252,26,blue-collar,married,secondary,no,986,yes,no,unknown,5,jun,209,3,-1.0,0,unknown,no
253,26,services,single,secondary,no,512,yes,yes,unknown,5,jun,75,3,-1.0,0,unknown,no
254,26,management,single,secondary,no,565,yes,no,unknown,6,jun,582,11,-1.0,0,unknown,no
255,26,blue-collar,single,secondary,no,940,yes,no,unknown,6,jun,237,3,-1.0,0,unknown,no
256,26,technician,single,secondary,no,639,yes,no,unknown,6,jun,709,5,-1.0,0,unknown,yes
257,26,admin.,married,secondary,no,710,yes,yes,unknown,6,jun,1276,2,-1.0,0,unknown,yes
258,26,admin.,married,secondary,no,1417,yes,no,unknown,6,jun,60,3,-1.0,0,unknown,no
259,26,blue-collar,single,primary,no,535,yes,no,unknown,9,jun,21,37,-1.0,0,unknown,no
260,26,management,single,primary,no,71,no,no,unknown,17,jun,390,2,-1.0,0,unknown,no
261,26,admin.,married,secondary,no,416,yes,yes,unknown,18,jun,172,2,-1.0,0,unknown,no
262,26,blue-collar,married,primary,no,-157,yes,no,unknown,19,jun,60,1,-1.0,0,unknown,no
263,26,blue-collar,married,secondary,no,1028,yes,yes,unknown,19,jun,431,1,-1.0,0,unknown,no
264,26,technician,single,secondary,no,-859,yes,no,unknown,19,jun,297,1,-1.0,0,unknown,no
265,26,blue-collar,single,secondary,no,-46,yes,no,unknown,20,jun,382,7,-1.0,0,unknown,yes
266,26,student,single,secondary,no,715,yes,no,unknown,20,jun,31,10,-1.0,0,unknown,no
267,26,technician,single,secondary,no,1275,yes,no,unknown,20,jun,18,9,-1.0,0,unknown,no
268,26,admin.,single,primary,no,-122,yes,no,unknown,23,jun,670,3,-1.0,0,unknown,yes
269,26,blue-collar,married,secondary,no,490,yes,no,unknown,23,jun,82,5,-1.0,0,unknown,no
270,26,technician,single,secondary,no,-266,no,yes,unknown,26,jun,667,3,-1.0,0,unknown,no
271,26,blue-collar,married,secondary,no,1128,yes,yes,unknown,27,jun,111,3,-1.0,0,unknown,no
272,26,services,single,secondary,no,-72,yes,no,unknown,30,jun,82,9,-1.0,0,unknown,no
273,26,technician,divorced,tertiary,no,-70,no,yes,unknown,1,jul,1992,2,-1.0,0,unknown,no
274,26,services,married,secondary,no,549,no,no,unknown,3,jul,149,1,-1.0,0,unknown,no
275,26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1.0,0,unknown,no
276,26,admin.,married,secondary,no,-401,yes,yes,unknown,4,jul,246,1,-1.0,0,unknown,no
277,26,blue-collar,married,secondary,no,115,yes,no,unknown,4,jul,46,3,-1.0,0,unknown,no
278,26,blue-collar,single,secondary,no,-333,no,yes,unknown,4,jul,692,1,-1.0,0,unknown,no
279,26,technician,single,tertiary,no,36,no,yes,unknown,4,jul,502,2,-1.0,0,unknown,no
280,26,blue-collar,single,secondary,no,177,no,yes,unknown,4,jul,235,1,-1.0,0,unknown,no
281,26,services,married,secondary,no,-236,yes,yes,cellular,7,jul,459,1,-1.0,0,unknown,no
282,26,blue-collar,single,secondary,no,428,no,yes,cellular,7,jul,575,1,-1.0,0,unknown,no
