,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Subscription to deposit (target)
137,26,0,3,1,0,-235,1,0,0,16,5,103,1,-1.0,0,0,0
138,26,1,3,0,0,102,1,0,0,16,5,46,1,-1.0,0,0,0
139,26,1,0,1,0,241,1,0,0,16,5,136,1,-1.0,0,0,0
140,26,1,3,1,0,65,0,0,0,16,5,161,3,-1.0,0,0,0
141,26,1,3,0,0,-579,1,0,0,16,5,320,3,-1.0,0,0,0
142,26,0,3,1,0,-326,1,0,0,19,5,128,3,-1.0,0,0,0
143,26,9,0,1,0,379,1,1,0,19,5,501,3,-1.0,0,0,0
144,26,9,3,2,0,75,1,1,0,19,5,351,1,-1.0,0,0,0
145,26,1,1,1,0,484,1,0,0,19,5,48,2,-1.0,0,0,0
146,26,9,3,1,0,3,1,0,0,19,5,610,1,-1.0,0,0,0
147,26,1,3,1,0,-5,0,0,0,19,5,260,1,-1.0,0,0,0
148,26,4,1,2,0,775,0,0,0,19,5,35,3,-1.0,0,0,0
149,26,1,0,1,0,0,1,0,0,19,5,48,3,-1.0,0,0,0
150,26,8,3,1,0,268,1,0,0,20,5,77,2,-1.0,0,0,0
151,26,1,3,1,0,972,1,0,0,20,5,177,10,-1.0,0,0,0
152,26,1,1,0,0,0,1,0,0,21,5,425,1,-1.0,0,0,0
153,26,7,3,1,0,186,1,0,0,21,5,72,3,-1.0,0,0,0
154,26,4,3,2,0,1284,1,0,0,21,5,97,8,-1.0,0,0,0
155,26,2,3,1,0,0,1,0,0,21,5,339,10,-1.0,0,0,0
156,26,8,3,2,0,1570,1,0,0,23,5,81,1,-1.0,0,0,0
157,26,10,1,2,0,454,1,1,0,23,5,28,18,-1.0,0,0,0
158,26,7,0,1,0,74,1,0,0,23,5,106,6,-1.0,0,0,0
159,26,9,3,1,1,-516,1,0,0,23,5,386,2,-1.0,0,0,0
160,26,9,3,1,0,-211,1,0,0,23,5,164,3,-1.0,0,0,0
161,26,1,1,1,0,245,1,0,0,26,5,16,11,-1.0,0,0,0
162,26,1,1,1,0,-330,1,1,0,26,5,87,2,-1.0,0,0,0
163,26,9,3,1,0,1256,0,0,0,26,5,404,1,-1.0,0,0,0
164,26,4,3,2,0,205,0,0,0,26,5,111,1,-1.0,0,0,0
165,26,1,3,1,0,381,1,0,0,26,5,504,2,-1.0,0,0,0
166,26,0,1,2,0,685,1,0,0,26,5,346,2,-1.0,0,0,0
167,26,1,3,1,0,339,1,0,0,26,5,165,5,-1.0,0,0,0
168,26,7,3,1,0,901,1,0,0,26,5,764,2,-1.0,0,0,1
169,26,0,1,1,0,3160,1,0,0,27,5,154,1,-1.0,0,0,0
170,26,9,0,2,0,3154,1,1,0,27,5,121,1,-1.0,0,0,0
171,26,0,1,1,0,1641,1,0,0,27,5,118,1,-1.0,0,0,0
172,26,1,3,0,0,619,1,1,0,27,5,305,1,-1.0,0,0,0
173,26,9,0,1,0,21,1,0,0,27,5,133,1,-1.0,0,0,0
174,26,1,3,1,0,592,1,1,0,27,5,174,1,-1.0,0,0,0
175,26,0,1,1,0,0,0,0,0,27,5,755,1,-1.0,0,0,0
176,26,7,0,0,0,633,1,0,0,27,5,326,2,-1.0,0,0,0
177,26,1,1,1,0,284,1,0,0,27,5,301,1,-1.0,0,0,0
178,26,1,1,0,1,-683,1,1,0,27,5,446,1,-1.0,0,0,0
179,26,9,3,1,0,218,1,0,0,27,5,436,1,-1.0,0,0,0
180,26,1,1,1,0,557,1,1,0,27,5,282,2,-1.0,0,0,0
181,26,9,3,1,0,261,1,0,0,27,5,371,2,-1.0,0,0,0
182,26,8,3,1,0,2784,1,0,0,27,5,264,1,-1.0,0,0,0
183,26,9,3,1,0,75,1,0,0,27,5,337,2,-1.0,0,0,0
184,26,1,1,1,0,2005,1,0,0,27,5,224,3,-1.0,0,0,0
185,26,2,3,1,0,265,1,0,0,28,5,593,1,-1.0,0,0,0
186,26,4,3,2,0,6840,1,0,0,28,5,1560,2,-1.0,0,0,1
187,26,9,3,1,0,668,1,0,0,28,5,576,3,-1.0,0,0,1
188,26,1,3,1,0,535,1,1,0,28,5,252,1,-1.0,0,0,0
189,26,1,1,0,0,755,1,0,0,28,5,61,1,-1.0,0,0,0
190,26,7,1,1,0,311,1,0,0,28,5,373,1,-1.0,0,0,0
191,26,9,1,1,0,876,1,0,0,28,5,713,1,-1.0,0,0,0
192,26,0,3,2,0,-164,1,0,0,28,5,69,2,-1.0,0,0,0
193,26,1,3,0,0,230,1,0,0,28,5,289,1,-1.0,0,0,0
194,26,9,3,1,0,150,1,0,0,28,5,216,1,-1.0,0,0,0
195,26,1,3,1,0,396,1,0,0,28,5,302,1,-1.0,0,0,0
196,26,0,3,1,0,677,1,0,0,28,5,93,1,-1.0,0,0,0
197,26,7,3,2,0,1624,1,1,0,28,5,438,1,-1.0,0,0,0
198,26,4,3,2,0,2692,0,0,0,28,5,159,2,-1.0,0,0,0
199,26,10,1,0,0,70,1,0,0,28,5,99,2,-1.0,0,0,0
200,26,0,1,1,0,714,1,0,0,28,5,183,1,-1.0,0,0,0
201,26,1,1,0,0,3529,1,0,0,28,5,100,2,-1.0,0,0,0
202,26,1,1,3,0,407,1,0,0,28,5,346,2,-1.0,0,0,0
203,26,1,3,1,0,419,1,0,0,28,5,94,3,-1.0,0,0,0
204,26,8,3,2,0,0,1,0,0,28,5,124,1,-1.0,0,0,0
205,26,9,3,1,0,855,1,0,0,28,5,87,2,-1.0,0,0,0
206,26,1,1,1,0,-284,1,0,0,28,5,207,3,-1.0,0,0,0
207,26,7,1,1,0,33,1,0,0,28,5,51,4,-1.0,0,0,0
208,26,1,1,1,0,245,1,0,0,28,5,146,2,-1.0,0,0,0
209,26,9,3,2,0,813,1,0,0,29,5,140,3,-1.0,0,0,0
210,26,0,3,2,0,3672,1,0,0,29,5,360,5,-1.0,0,0,0
211,26,9,3,2,0,77,1,0,0,29,5,125,2,-1.0,0,0,0
212,26,7,1,1,0,611,1,0,0,29,5,177,2,-1.0,0,0,0
213,26,9,3,2,0,8839,1,0,0,29,5,932,3,-1.0,0,0,0
214,26,7,0,1,0,1600,1,1,0,30,5,288,3,-1.0,0,0,0
215,26,7,3,1,1,-599,1,1,0,30,5,62,3,-1.0,0,0,0
216,26,9,3,2,0,686,1,0,0,30,5,98,2,-1.0,0,0,0
217,26,1,3,1,0,2,1,0,0,30,5,170,4,-1.0,0,0,0
218,26,9,3,1,0,174,1,0,0,30,5,67,2,-1.0,0,0,0
219,26,4,3,2,0,1004,1,0,0,30,5,228,2,-1.0,0,0,1
220,26,3,3,1,0,229,1,0,0,30,5,60,16,-1.0,0,0,0
221,26,1,3,1,0,539,1,0,0,2,6,599,2,-1.0,0,0,0
222,26,7,3,1,0,1050,1,0,0,2,6,118,3,-1.0,0,0,0
223,26,9,1,1,0,351,1,0,0,2,6,758,3,-1.0,0,0,0
224,26,9,3,1,0,2610,1,1,0,2,6,626,1,-1.0,0,0,0
225,26,7,3,1,0,92,1,0,0,3,6,50,4,-1.0,0,0,0
226,26,0,3,1,0,317,1,0,0,3,6,953,1,-1.0,0,0,0
227,26,9,3,1,0,3070,1,0,0,3,6,409,1,-1.0,0,0,0
228,26,4,3,2,0,-630,1,1,0,3,6,192,2,-1.0,0,0,0
229,26,7,3,1,0,76,1,0,0,3,6,177,1,-1.0,0,0,0
230,26,9,1,2,0,-488,1,0,0,3,6,320,1,-1.0,0,0,0
231,26,1,3,1,1,-36,1,0,0,3,6,482,2,-1.0,0,0,1
232,26,1,3,1,0,17891,1,0,0,3,6,239,1,-1.0,0,0,0
233,26,7,3,1,0,-224,1,1,0,3,6,189,1,-1.0,0,0,0
234,26,9,3,1,0,544,1,1,0,3,6,56,5,-1.0,0,0,0
235,26,1,3,1,0,1802,1,0,0,3,6,28,19,-1.0,0,0,0
236,26,0,3,1,0,-12,1,0,0,4,6,98,1,-1.0,0,0,0
237,26,7,1,1,0,-285,1,1,0,4,6,279,1,-1.0,0,0,0
238,26,1,3,3,0,477,1,0,0,4,6,87,1,-1.0,0,0,0
239,26,6,3,1,0,467,1,1,0,4,6,90,2,-1.0,0,0,0
240,26,0,3,1,0,581,1,1,0,4,6,444,3,-1.0,0,0,0
241,26,0,0,1,0,-45,1,0,0,4,6,357,2,-1.0,0,0,0
242,26,1,1,0,0,178,1,0,0,4,6,833,2,-1.0,0,0,0
243,26,7,3,1,0,128,1,1,0,4,6,264,2,-1.0,0,0,0
244,26,1,1,1,1,-82,1,0,0,4,6,23,2,-1.0,0,0,0
245,26,8,3,1,0,-147,0,0,0,4,6,95,2,-1.0,0,0,0
246,26,1,3,0,0,3342,1,0,0,4,6,329,4,-1.0,0,0,0
247,26,9,3,2,0,1118,1,0,0,4,6,209,2,-1.0,0,0,0
248,26,1,1,1,0,127,1,1,0,4,6,165,2,-1.0,0,0,0
249,26,7,3,1,0,-74,1,0,0,4,6,147,1,-1.0,0,0,0
250,26,7,1,1,0,682,1,1,0,5,6,166,2,-1.0,0,0,0
251,26,9,1,1,0,-293,1,1,0,5,6,64,2,-1.0,0,0,0
252,26,1,1,1,0,986,1,0,0,5,6,209,3,-1.0,0,0,0
253,26,7,3,1,0,512,1,1,0,5,6,75,3,-1.0,0,0,0
254,26,4,3,1,0,565,1,0,0,6,6,582,11,-1.0,0,0,0
255,26,1,3,1,0,940,1,0,0,6,6,237,3,-1.0,0,0,0
256,26,9,3,1,0,639,1,0,0,6,6,709,5,-1.0,0,0,1
257,26,0,1,1,0,710,1,1,0,6,6,1276,2,-1.0,0,0,1
258,26,0,1,1,0,1417,1,0,0,6,6,60,3,-1.0,0,0,0
259,26,1,3,0,0,535,1,0,0,9,6,21,37,-1.0,0,0,0
260,26,4,3,0,0,71,0,0,0,17,6,390,2,-1.0,0,0,0
261,26,0,1,1,0,416,1,1,0,18,6,172,2,-1.0,0,0,0
262,26,1,1,0,0,-157,1,0,0,19,6,60,1,-1.0,0,0,0
263,26,1,1,1,0,1028,1,1,0,19,6,431,1,-1.0,0,0,0
264,26,9,3,1,0,-859,1,0,0,19,6,297,1,-1.0,0,0,0
265,26,1,3,1,0,-46,1,0,0,20,6,382,7,-1.0,0,0,1
266,26,8,3,1,0,715,1,0,0,20,6,31,10,-1.0,0,0,0
267,26,9,3,1,0,1275,1,0,0,20,6,18,9,-1.0,0,0,0
268,26,0,3,0,0,-122,1,0,0,23,6,670,3,-1.0,0,0,1
269,26,1,1,1,0,490,1,0,0,23,6,82,5,-1.0,0,0,0
270,26,9,3,1,0,-266,0,1,0,26,6,667,3,-1.0,0,0,0
271,26,1,1,1,0,1128,1,1,0,27,6,111,3,-1.0,0,0,0
272,26,7,3,1,0,-72,1,0,0,30,6,82,9,-1.0,0,0,0
273,26,9,0,2,0,-70,0,1,0,1,7,1992,2,-1.0,0,0,0
274,26,7,1,1,0,549,0,0,0,3,7,149,1,-1.0,0,0,0
275,26,1,1,1,0,128,0,0,0,4,7,355,1,-1.0,0,0,0
276,26,0,1,1,0,-401,1,1,0,4,7,246,1,-1.0,0,0,0
277,26,1,1,1,0,115,1,0,0,4,7,46,3,-1.0,0,0,0
278,26,1,3,1,0,-333,0,1,0,4,7,692,1,-1.0,0,0,0
279,26,9,3,2,0,36,0,1,0,4,7,502,2,-1.0,0,0,0
280,26,1,3,1,0,177,0,1,0,4,7,235,1,-1.0,0,0,0
281,26,7,1,1,0,-236,1,1,1,7,7,459,1,-1.0,0,0,0
282,26,1,3,1,0,428,0,1,1,7,7,575,1,-1.0,0,0,0
283,26,1,3,1,0,123,0,1,1,7,7,209,1,-1.0,0,0,0
284,26,9,0,2,0,278,1,1,1,7,7,1467,1,-1.0,0,0,0
286,26,0,1,1,0,383,1,1,1,7,7,238,2,-1.0,0,0,0
287,26,1,3,1,0,6,0,1,2,7,7,360,3,-1.0,0,0,0
288,26,2,1,1,0,-306,0,1,1,8,7,342,1,-1.0,0,0,0
289,26,1,3,1,0,5,0,0,2,8,7,54,3,-1.0,0,0,0
290,26,0,3,1,0,-378,0,1,1,8,7,165,1,-1.0,0,0,0
291,26,4,3,2,0,122,0,1,1,8,7,160,1,-1.0,0,0,0
292,26,9,3,2,0,291,0,1,1,8,7,393,1,-1.0,0,0,0
293,26,0,3,1,0,-35,0,1,1,8,7,304,1,-1.0,0,0,0
294,26,4,3,2,0,350,0,0,1,8,7,367,1,-1.0,0,0,0
295,26,6,3,1,0,551,0,0,1,8,7,531,1,-1.0,0,0,1
296,26,7,3,1,0,-90,0,1,1,8,7,240,1,-1.0,0,0,0
297,26,4,3,2,0,33,0,1,1,8,7,253,1,-1.0,0,0,0
298,26,7,3,1,1,74,0,0,1,8,7,362,1,-1.0,0,0,0
299,26,9,3,1,0,68,0,1,1,8,7,141,3,-1.0,0,0,0
300,26,4,3,2,0,8303,0,0,1,8,7,143,2,-1.0,0,0,0
301,26,1,3,1,1,81,0,1,1,8,7,803,2,-1.0,0,0,1
302,26,0,3,1,0,102,0,1,1,8,7,658,2,-1.0,0,0,1
303,26,9,3,1,0,0,0,0,1,8,7,362,2,-1.0,0,0,0
304,26,9,1,1,0,370,0,1,1,8,7,1061,4,-1.0,0,0,1
305,26,1,3,1,0,-128,0,1,1,8,7,392,2,-1.0,0,0,0
306,26,3,1,0,0,158,0,1,1,8,7,416,4,-1.0,0,0,0
307,26,1,3,0,0,16,0,1,1,8,7,249,2,-1.0,0,0,0
308,26,10,3,1,0,111,0,0,1,9,7,537,1,-1.0,0,0,1
309,26,7,1,1,0,25,0,0,1,9,7,94,1,-1.0,0,0,0
310,26,1,1,1,0,1101,0,0,2,9,7,206,1,-1.0,0,0,0
311,26,9,1,1,0,-119,0,1,1,9,7,359,5,-1.0,0,0,1
312,26,1,1,1,0,818,0,0,1,9,7,226,2,-1.0,0,0,0
313,26,1,3,1,0,-29,1,0,1,10,7,998,4,-1.0,0,0,1
314,26,7,1,1,0,2063,1,1,1,10,7,221,1,-1.0,0,0,0
315,26,9,3,2,0,170,1,0,1,10,7,486,1,-1.0,0,0,0
316,26,0,3,1,0,81,0,1,1,10,7,604,1,-1.0,0,0,0
317,26,4,3,2,0,45,0,0,1,10,7,1187,3,-1.0,0,0,1
318,26,7,3,1,0,235,0,0,1,10,7,721,3,-1.0,0,0,0
319,26,4,1,2,0,17,0,1,1,11,7,522,1,-1.0,0,0,0
320,26,3,1,1,0,-759,1,0,1,11,7,191,1,-1.0,0,0,0
321,26,0,3,0,0,528,1,1,1,11,7,102,2,-1.0,0,0,0
322,26,3,3,1,0,93,0,0,1,11,7,255,3,-1.0,0,0,0
323,26,1,1,1,0,155,0,1,1,15,7,76,3,-1.0,0,0,0
324,26,7,1,1,1,27,1,0,2,15,7,49,3,-1.0,0,0,0
325,26,0,0,1,0,1,0,0,1,16,7,92,1,-1.0,0,0,0
326,26,9,3,1,0,354,0,0,1,16,7,586,1,-1.0,0,0,1
327,26,6,3,1,0,166,1,0,1,16,7,83,2,-1.0,0,0,0
328,26,1,3,1,0,-188,0,0,2,16,7,198,1,-1.0,0,0,0
329,26,1,3,0,0,-35,0,0,1,16,7,243,1,-1.0,0,0,0
330,26,0,3,1,0,74,0,1,1,16,7,419,2,-1.0,0,0,0
331,26,4,3,2,0,55,0,1,1,16,7,165,5,-1.0,0,0,0
332,26,0,3,1,1,0,1,0,1,16,7,157,2,-1.0,0,0,0
333,26,1,1,1,0,-11,1,1,1,17,7,1150,3,-1.0,0,0,1
334,26,2,1,1,0,-142,1,0,1,17,7,126,1,-1.0,0,0,0
335,26,1,3,1,0,4146,0,0,1,17,7,628,1,-1.0,0,0,0
336,26,6,3,2,0,82,1,0,1,17,7,200,1,-1.0,0,0,0
337,26,7,3,1,0,-189,0,1,1,17,7,538,2,-1.0,0,0,1
338,26,9,3,1,0,603,0,1,1,17,7,176,1,-1.0,0,0,0
339,26,6,1,2,0,10005,1,0,1,17,7,84,2,-1.0,0,0,0
340,26,0,1,1,0,5231,0,1,1,17,7,222,2,-1.0,0,0,0
341,26,8,3,2,1,47,0,1,1,17,7,257,2,-1.0,0,0,0
342,26,1,1,1,0,-384,1,1,1,18,7,143,1,-1.0,0,0,0
343,26,9,1,2,0,192,1,0,1,18,7,116,1,-1.0,0,0,0
344,26,0,3,1,0,0,1,0,1,18,7,142,1,-1.0,0,0,0
345,26,1,1,0,0,256,1,0,1,18,7,169,2,-1.0,0,0,0
346,26,9,3,1,1,-454,0,1,1,18,7,652,2,-1.0,0,0,0
347,26,0,1,1,0,0,1,0,1,18,7,788,6,-1.0,0,0,0
348,26,1,3,1,0,341,0,0,1,18,7,225,2,-1.0,0,0,0
349,26,7,1,1,0,0,0,0,1,18,7,409,2,-1.0,0,0,0
350,26,2,1,3,0,345,1,1,1,21,7,149,4,-1.0,0,0,0
351,26,1,3,1,0,49,0,0,1,21,7,489,3,-1.0,0,0,0
352,26,7,3,1,0,3,0,1,1,21,7,140,4,-1.0,0,0,0
353,26,0,3,2,0,1100,1,0,1,21,7,240,1,-1.0,0,0,0
